,Date,Close,Percent_Change
0,2020-01-02,324.8699951171875,
1,2020-01-03,322.4100036621094,-0.007572233484322677
2,2020-01-06,323.6400146484375,0.0038150521769082513
3,2020-01-07,322.7300109863281,-0.0028117773480448305
4,2020-01-08,324.45001220703125,0.005329536027487647
5,2020-01-09,326.6499938964844,0.006780649119067839
6,2020-01-10,325.7099914550781,-0.002877705369570993
7,2020-01-13,327.95001220703125,0.006877347366428754
8,2020-01-14,327.45001220703125,-0.0015246225991427664
9,2020-01-15,328.19000244140625,0.0022598570981489097
10,2020-01-16,330.9200134277344,0.008318385587676502
11,2020-01-17,331.95001220703125,0.0031125309364881115
12,2020-01-21,331.29998779296875,-0.001958199699227836
13,2020-01-22,331.3399963378906,0.00012076228915192111
14,2020-01-23,331.7200012207031,0.0011468729613461903
15,2020-01-24,328.7699890136719,-0.008893079091328304
16,2020-01-27,323.5,-0.016029410194896898
17,2020-01-28,326.8900146484375,0.010479179747874712
18,2020-01-29,326.6199951171875,-0.0008260256329346571
19,2020-01-30,327.67999267578125,0.003245354156022895
20,2020-01-31,321.7300109863281,-0.018157903510881312
21,2020-02-03,324.1199951171875,0.0074285396116215985
22,2020-02-04,329.05999755859375,0.015241276427948147
23,2020-02-05,332.8599853515625,0.011548008938072396
24,2020-02-06,333.9800109863281,0.0033648551464744436
25,2020-02-07,332.20001220703125,-0.005329656628371482
26,2020-02-10,334.67999267578125,0.007465323231850007
27,2020-02-11,335.260009765625,0.001733049786473595
28,2020-02-12,337.4200134277344,0.006442771577855
29,2020-02-13,337.05999755859375,-0.0010669665544831286
30,2020-02-14,337.6000061035156,0.0016021140118473998
31,2020-02-18,336.7300109863281,-0.0025769997081124263
32,2020-02-19,338.3399963378906,0.00478123511131856
33,2020-02-20,336.95001220703125,-0.004108246574168639
34,2020-02-21,333.4800109863281,-0.010298267087080704
35,2020-02-24,322.4200134277344,-0.03316539880720826
36,2020-02-25,312.6499938964844,-0.030302149756096908
37,2020-02-26,311.5,-0.0036782149973914047
38,2020-02-27,297.510009765625,-0.044911686145666097
39,2020-02-28,296.260009765625,-0.004201539306138757
40,2020-03-02,309.0899963378906,0.043306508301324875
41,2020-03-03,300.239990234375,-0.02863245724019159
42,2020-03-04,312.8599853515625,0.04203302533861675
43,2020-03-05,302.4599914550781,-0.033241687602835635
44,2020-03-06,297.4599914550781,-0.016531112018967953
45,2020-03-09,274.2300109863281,-0.07809447030209493
46,2020-03-10,288.4200134277344,0.05174489250964487
47,2020-03-11,274.3599853515625,-0.04874844817138435
48,2020-03-12,248.11000061035156,-0.09567716191402487
49,2020-03-13,269.32000732421875,0.08548630309818428
50,2020-03-16,239.85000610351562,-0.10942373540494488
51,2020-03-17,252.8000030517578,0.05399206428476466
52,2020-03-18,240.0,-0.05063292285300003
53,2020-03-19,240.50999450683594,0.002124977111816362
54,2020-03-20,228.8000030517578,-0.0486881698163496
55,2020-03-23,222.9499969482422,-0.025568208153355143
56,2020-03-24,243.14999389648438,0.09060326182884682
57,2020-03-25,246.7899932861328,0.014970180880194084
58,2020-03-26,261.20001220703125,0.05838980231338309
59,2020-03-27,253.4199981689453,-0.029785657253030173
60,2020-03-30,261.6499938964844,0.03247571536186511
